date,hour,positive_imb,negative_imb,net_imb
2021-08-28,4,502.42,-328.73,173.69
2021-08-28,5,315.98,-599.41,-283.43
2021-08-28,6,1189.47,-844.13,345.34
2021-08-28,7,973.04,-803.43,169.61
2021-08-28,8,872.88,-660.35,212.53
2021-08-28,9,359.86,-839.87,-480.01
2021-08-28,10,320.29,-1599.75,-1279.46
2021-08-28,11,352.14,-2281.04,-1928.9
2021-08-28,12,248.63,-1684.01,-1435.38
2021-08-28,13,389.04,-1693.04,-1304
2021-08-28,14,549.99,-2114.18,-1564.19
2021-08-28,15,467.99,-1580.31,-1112.32
2021-08-28,16,513.23,-1479.63,-966.4
2021-08-28,17,542.11,-1474.58,-932.47
2021-08-28,18,577.77,-1515.03,-937.26
2021-08-28,19,443.36,-1904.53,-1461.17
2021-08-28,20,371.78,-2534.35,-2162.57
2021-08-28,21,350.69,-2014.74,-1664.05
2021-08-28,22,355.41,-1238.64,-883.23
2021-08-28,23,578.97,-828.52,-249.55
2021-08-29,0,682.97,-576.68,106.29
2021-08-29,1,420.73,-753.25,-332.52
2021-08-29,2,315.5,-591.63,-276.13
2021-08-29,3,349.22,-1111.9,-762.68
2021-08-29,4,585.93,-1176.75,-590.82
2021-08-29,5,321.4,-734.1,-412.7
2021-08-29,6,382.6,-512.34,-129.74
2021-08-29,7,572.95,-627.64,-54.6899999999999
2021-08-29,8,1295.02,-487.02,808
2021-08-29,9,959.24,-756.18,203.06
2021-08-29,10,1016.31,-984.32,31.9899999999999
2021-08-29,11,1014,-988.41,25.59
2021-08-29,12,1098.78,-1078.38,20.3999999999999
2021-08-29,13,1137.96,-963.21,174.75
2021-08-29,14,1199.46,-442.65,756.81
2021-08-29,15,1080.88,-333.41,747.47
2021-08-29,16,1268.56,-527.59,740.97
2021-08-29,17,529.98,-842.31,-312.33
2021-08-29,18,395.22,-1217.28,-822.06
2021-08-29,19,357.92,-1451.09,-1093.17
2021-08-29,20,594.84,-2208.76,-1613.92
2021-08-29,21,600.93,-1896.84,-1295.91
2021-08-29,22,702.45,-1417.41,-714.96
2021-08-29,23,762.77,-1227.43,-464.66
2021-08-30,0,1153.9,-1052.61,101.29
2021-08-30,1,1038.03,-1207.64,-169.61
2021-08-30,2,996.78,-969.8,26.98
2021-08-30,3,896.47,-1036.05,-139.58
2021-08-30,4,825.49,-1300.56,-475.07
2021-08-30,5,489.89,-1674.26,-1184.37
2021-08-30,6,540.95,-1045.32,-504.37
2021-08-30,7,658.94,-1365.96,-707.02
2021-08-30,8,1322.86,-1366.35,-43.49
2021-08-30,9,513.35,-1752.62,-1239.27
2021-08-30,10,346.83,-2180.15,-1833.32
2021-08-30,11,279.12,-1982.82,-1703.7
2021-08-30,12,681.14,-1718.9,-1037.76
2021-08-30,13,442.9,-1895.56,-1452.66
2021-08-30,14,561.44,-1787.61,-1226.17
2021-08-30,15,467,-1836.46,-1369.46
2021-08-30,16,411.37,-1797.76,-1386.39
2021-08-30,17,463.8,-2238.14,-1774.34
2021-08-30,18,166.11,-2258.16,-2092.05
2021-08-30,19,274.92,-2732.94,-2458.02
2021-08-30,20,262.07,-3596.68,-3334.61
2021-08-30,21,271.28,-2564.59,-2293.31
2021-08-30,22,308.54,-1355.21,-1046.67
2021-08-30,23,745.79,-1384.66,-638.87
2021-08-31,0,917.49,-987.1,-69.61
2021-08-31,1,1201.36,-1181.37,19.99
2021-08-31,2,1111.52,-1104.97,6.54999999999996
2021-08-31,3,1064.28,-1051.02,13.26
2021-08-31,4,1069.39,-841.1,228.29
2021-08-31,5,1349.75,-865.19,484.56
2021-08-31,6,1570.81,-981.48,589.33
2021-08-31,7,1609.11,-1035.11,574
2021-08-31,8,1534.12,-1035.43,498.69
2021-08-31,9,573.61,-1570.27,-996.66
2021-08-31,10,331.8,-2191.1,-1859.3
2021-08-31,11,397.66,-2050.33,-1652.67
2021-08-31,12,528.17,-1488.38,-960.21
2021-08-31,13,489.36,-2048.22,-1558.86
2021-08-31,14,446.02,-3043.92,-2597.9
2021-08-31,15,298.15,-3381.74,-3083.59
2021-08-31,16,374.72,-3528.09,-3153.37
2021-08-31,17,556.6,-3248.11,-2691.51
2021-08-31,18,568.62,-2739.16,-2170.54
2021-08-31,19,352.97,-2778.19,-2425.22
2021-08-31,20,624.31,-2844.98,-2220.67
2021-08-31,21,758.7,-1665.27,-906.57
2021-08-31,22,516.43,-845.03,-328.6
2021-08-31,23,794.42,-706.19,88.2299999999999
2021-09-01,0,587.33,-817.01,-229.68
2021-09-01,1,558.65,-477.52,81.13
2021-09-01,2,633.91,-293.9,340.01
2021-09-01,3,691.31,-300.04,391.27
2021-09-01,4,714.18,-286.67,427.51
2021-09-01,5,413.67,-450.4,-36.73
2021-09-01,6,643.14,-628.85,14.29
2021-09-01,7,733.68,-591.67,142.01
2021-09-01,8,668.42,-910.12,-241.7
2021-09-01,9,920.88,-1632.11,-711.23
2021-09-01,10,669.54,-1737.87,-1068.33
2021-09-01,11,673.9,-1450.03,-776.13
2021-09-01,12,993.92,-520.25,473.67
2021-09-01,13,901.15,-398.71,502.44
2021-09-01,14,681.3,-1072.46,-391.16
2021-09-01,15,522.48,-1264.47,-741.99
2021-09-01,16,655.06,-1423.22,-768.16
2021-09-01,17,785.66,-1814.86,-1029.2
2021-09-01,18,921.08,-1575.01,-653.93
2021-09-01,19,917.62,-1117.71,-200.09
2021-09-01,20,1011.96,-1082.7,-70.74
2021-09-01,21,1522.59,-538.33,984.26
2021-09-01,22,2579.79,-423.12,2156.67
2021-09-01,23,2616.52,-214.82,2401.7
2021-09-02,0,2153.44,-263.47,1889.97
2021-09-02,1,1611.1,-311.06,1300.04
2021-09-02,2,1180.58,-432.8,747.78
2021-09-02,3,1479.7,-471.77,1007.93
2021-09-02,4,2042.34,-470.05,1572.29
2021-09-02,5,1919.99,-499.82,1420.17
2021-09-02,6,1569.21,-426.91,1142.3
2021-09-02,7,1693.75,-483.13,1210.62
2021-09-02,8,1542.28,-912.13,630.15
2021-09-02,9,1259.3,-725.07,534.23
2021-09-02,10,1118.8,-305.05,813.75
2021-09-02,11,1188.4,-516.02,672.38
2021-09-02,12,2185.1,-308.61,1876.49
2021-09-02,13,2367.92,-146,2221.92
2021-09-02,14,2503.41,-126.65,2376.76
2021-09-02,15,1972.36,-154.65,1817.71
2021-09-02,16,1832.2,-293.93,1538.27
2021-09-02,17,2010.25,-304.92,1705.33
2021-09-02,18,1762.28,-249.67,1512.61
2021-09-02,19,2180.46,-279.33,1901.13
2021-09-02,20,1799.11,-268.77,1530.34
2021-09-02,21,2053.39,-227.67,1825.72
2021-09-02,22,2736.53,-276.13,2460.4
2021-09-02,23,2137.56,-262.62,1874.94
2021-09-03,0,2020.64,-430.42,1590.22
2021-09-03,1,1347.78,-496.57,851.21
2021-09-03,2,1741.19,-209.34,1531.85
2021-09-03,3,1448.33,-444.61,1003.72
2021-09-03,4,1388.88,-236.64,1152.24
2021-09-03,5,1595.49,-258.19,1337.3
2021-09-03,6,1945.51,-253.22,1692.29
2021-09-03,7,1544.62,-236.41,1308.21
2021-09-03,8,1338.66,-434.64,904.02
2021-09-03,9,1718.25,-373.45,1344.8
2021-09-03,10,2245,-125.08,2119.92
2021-09-03,11,2044.39,-252.28,1792.11
2021-09-03,12,2323.8,-111.82,2211.98
2021-09-03,13,2783.21,-85.29,2697.92
2021-09-03,14,2212.56,-125.58,2086.98
2021-09-03,15,2317.16,-110.06,2207.1
2021-09-03,16,2024.55,-117.56,1906.99
2021-09-03,17,2034.52,-282.06,1752.46
2021-09-03,18,1607.33,-332.22,1275.11
2021-09-03,19,1238.51,-610.38,628.13
2021-09-03,20,650.07,-1392.96,-742.89
2021-09-03,21,957.71,-507.45,450.26
2021-09-03,22,1182.95,-317.43,865.52
2021-09-03,23,1760.69,-179.71,1580.98
2021-09-04,0,1695.69,-161.13,1534.56
2021-09-04,1,1209.71,-243.65,966.06
2021-09-04,2,1011.99,-459.67,552.32
2021-09-04,3,479.31,-865.17,-385.86
2021-09-04,4,777.14,-1067.85,-290.71
2021-09-04,5,857.06,-941.04,-83.98
2021-09-04,6,832.37,-1022.83,-190.46
2021-09-04,7,1114.89,-1475.26,-360.37
2021-09-04,8,1075.13,-1329.21,-254.08
2021-09-04,9,886.69,-1832.41,-945.72
2021-09-04,10,1054.54,-1454.68,-400.14
2021-09-04,11,941.36,-1593.17,-651.81
2021-09-04,12,1214.42,-1263,-48.5799999999999
2021-09-04,13,1024.89,-1002.91,21.9800000000001
2021-09-04,14,875.16,-892.15,-16.99
2021-09-04,15,696.72,-700.09,-3.37
2021-09-04,16,683.51,-701.31,-17.8
2021-09-04,17,782.84,-803.63,-20.79
2021-09-04,18,477.07,-1039.02,-561.95
2021-09-04,19,258.24,-1645.87,-1387.63
2021-09-04,20,136.23,-2019.64,-1883.41
2021-09-04,21,242.77,-1304.71,-1061.94
2021-09-04,22,278.55,-920.62,-642.07
2021-09-04,23,408.56,-824.97,-416.41
2021-09-05,0,755.42,-375.8,379.62
2021-09-05,1,1279.36,-603.08,676.28
2021-09-05,2,1028.97,-373.87,655.1
2021-09-05,3,791.88,-511.46,280.42
2021-09-05,4,623.64,-493.46,130.18
2021-09-05,5,718.02,-547.37,170.65
2021-09-05,6,645.03,-512.18,132.85
2021-09-05,7,689.56,-298.65,390.91
2021-09-05,8,793.64,-423.41,370.23
2021-09-05,9,806.15,-479.1,327.05
2021-09-05,10,955.74,-713.68,242.06
2021-09-05,11,898,-651.03,246.97
2021-09-05,12,1304.63,-419.18,885.45
2021-09-05,13,1692.94,-374.08,1318.86
2021-09-05,14,1924.91,-325.21,1599.7
2021-09-05,15,2070.38,-314.49,1755.89
2021-09-05,16,2144.12,-279.89,1864.23
2021-09-05,17,1085.17,-422.84,662.33
2021-09-05,18,871.53,-577.77,293.76
2021-09-05,19,1342.63,-1176.26,166.37
2021-09-05,20,1025.23,-1055.75,-30.52
2021-09-05,21,979.45,-918.75,60.7000000000001
2021-09-05,22,502.13,-1087.9,-585.77
2021-09-05,23,806.86,-794.44,12.42
2021-09-06,0,1031.93,-137.66,894.27
2021-09-06,1,646.02,-259.81,386.21
2021-09-06,2,459.1,-471.36,-12.26
2021-09-06,3,769.34,-414.05,355.29
2021-09-06,4,599.53,-500.64,98.89
2021-09-06,5,534.27,-604.69,-70.4200000000001
2021-09-06,6,317.24,-829.5,-512.26
2021-09-06,7,587.85,-915.88,-328.03
2021-09-06,8,400.75,-1538.01,-1137.26
2021-09-06,9,670.48,-1438.14,-767.66
2021-09-06,10,398.86,-1313.71,-914.85
2021-09-06,11,297.17,-1197.87,-900.7
2021-09-06,12,1012.73,-604.06,408.67
2021-09-06,13,997.91,-1286.36,-288.45
2021-09-06,14,574.67,-1097.21,-522.54
2021-09-06,15,516.65,-1300.01,-783.36
2021-09-06,16,744.42,-1422.69,-678.27
2021-09-06,17,718.26,-1282.66,-564.4
2021-09-06,18,605.44,-1274.17,-668.73
2021-09-06,19,486.44,-1675.52,-1189.08
2021-09-06,20,352.29,-1908.52,-1556.23
2021-09-06,21,407.51,-1589.7,-1182.19
2021-09-06,22,798.2,-1601.24,-803.04
2021-09-06,23,855.18,-391.63,463.55
2021-09-07,0,634.95,-347.4,287.55
2021-09-07,1,689.51,-184.28,505.23
2021-09-07,2,969.33,-180.73,788.6
2021-09-07,3,327.75,-566.19,-238.44
2021-09-07,4,915.39,-223,692.39
2021-09-07,5,578.47,-233.28,345.19
2021-09-07,6,623.98,-344.83,279.15
2021-09-07,7,594.97,-805.5,-210.53
2021-09-07,8,521.44,-495.18,26.2600000000001
2021-09-07,9,482.17,-1350.78,-868.61
2021-09-07,10,817.96,-311.06,506.9
2021-09-07,11,600.96,-575.64,25.3200000000001
2021-09-07,12,1379.08,-321.76,1057.32
2021-09-07,13,1645.6,-206.03,1439.57
2021-09-07,14,818.79,-205.69,613.1
2021-09-07,15,828.12,-180.2,647.92
2021-09-07,16,526.78,-283.84,242.94
2021-09-07,17,562.35,-498.8,63.55
2021-09-07,18,535.98,-513.92,22.0600000000001
2021-09-07,19,491.04,-658.54,-167.5
2021-09-07,20,485.65,-985.31,-499.66
2021-09-07,21,471.38,-816.02,-344.64
2021-09-07,22,529.73,-772.26,-242.53
2021-09-07,23,854.16,-485.59,368.57
2021-09-08,0,695.99,-446.99,249
2021-09-08,1,740.39,-779.24,-38.85
2021-09-08,2,896.5,-517.73,378.77
2021-09-08,3,657.35,-998.45,-341.1
2021-09-08,4,906.87,-862.6,44.27
2021-09-08,5,637.53,-742.23,-104.7
2021-09-08,6,642.24,-688.44,-46.2000000000001
2021-09-08,7,538.86,-744.66,-205.8
2021-09-08,8,511.87,-320.09,191.78
2021-09-08,9,770.67,-1027.99,-257.32
2021-09-08,10,994.85,-286.49,708.36
2021-09-08,11,587.2,-374.81,212.39
2021-09-08,12,1547.45,-281.3,1266.15
2021-09-08,13,1409.7,-307,1102.7
2021-09-08,14,574.79,-323.04,251.75
2021-09-08,15,795.13,-316.06,479.07
2021-09-08,16,844.03,-327.19,516.84
2021-09-08,17,1180.58,-390.9,789.68
2021-09-08,18,555.35,-423.08,132.27
2021-09-08,19,477.77,-746.23,-268.46
2021-09-08,20,269.92,-535.26,-265.34
2021-09-08,21,468.79,-543.17,-74.3799999999999
2021-09-08,22,679.97,-291.02,388.95
2021-09-08,23,566.7,-315.86,250.84
2021-09-09,0,577.08,-251,326.08
2021-09-09,1,690.47,-290.04,400.43
2021-09-09,2,540.98,-553.11,-12.13
2021-09-09,3,358.1,-883.55,-525.45
2021-09-09,4,547.89,-600.75,-52.86
2021-09-09,5,619.6,-606.41,13.1900000000001
2021-09-09,6,860.89,-470.63,390.26
2021-09-09,7,604.44,-354.86,249.58
2021-09-09,8,479.62,-765.1,-285.48
2021-09-09,9,886.1,-992.34,-106.24
2021-09-09,10,921.82,-625.65,296.17
2021-09-09,11,502.6,-821.42,-318.82
2021-09-09,12,1010.7,-452.35,558.35
2021-09-09,13,1076.55,-375.72,700.83
2021-09-09,14,754.98,-712.26,42.72
2021-09-09,15,934.28,-882.14,52.14
2021-09-09,16,1126.66,-291.13,835.53
2021-09-09,17,1177.65,-327.94,849.71
2021-09-09,18,948.41,-309.71,638.7
2021-09-09,19,835.57,-419.34,416.23
2021-09-09,20,544.48,-651.68,-107.2
2021-09-09,21,614.26,-358.38,255.88
2021-09-09,22,694.48,-502.82,191.66
2021-09-09,23,678.59,-432.76,245.83
2021-09-10,0,907.76,-503.02,404.74
2021-09-10,1,695.72,-664.9,30.8200000000001
2021-09-10,2,853.33,-528.29,325.04
2021-09-10,3,384.21,-398.29,-14.08
2021-09-10,4,262.64,-672.38,-409.74
2021-09-10,5,421.52,-819.9,-398.38
2021-09-10,6,495,-1258.88,-763.88
2021-09-10,7,598.12,-1023.13,-425.01
2021-09-10,8,542.08,-1211.19,-669.11
2021-09-10,9,684.6,-1219.4,-534.8
2021-09-10,10,1139.1,-896.31,242.79
2021-09-10,11,1147.77,-717.94,429.83
2021-09-10,12,1587.52,-732.22,855.3
2021-09-10,13,1589.63,-633.44,956.19
2021-09-10,14,1090.33,-597.36,492.97
2021-09-10,15,1439.59,-315.36,1124.23
2021-09-10,16,1387.01,-331.39,1055.62
2021-09-10,17,882.67,-342.09,540.58
2021-09-10,18,879.9,-315.69,564.21
2021-09-10,19,821.38,-326.58,494.8
2021-09-10,20,545.65,-375.63,170.02
2021-09-10,21,1102,-364.71,737.29
2021-09-10,22,1211.48,-533.92,677.56
2021-09-10,23,1128.91,-290.96,837.95
2021-09-11,0,1209.68,-218.03,991.65
2021-09-11,1,971.38,-232.58,738.8
2021-09-11,2,1159.9,-183.23,976.67
2021-09-11,3,1026.55,-152.58,873.97
2021-09-11,4,1150.53,-301.04,849.49
2021-09-11,5,1300.45,-396.3,904.15
2021-09-11,6,1232.94,-464.66,768.28
2021-09-11,7,1725.51,-419.75,1305.76
2021-09-11,8,1329.66,-386.56,943.1
2021-09-11,9,1128.29,-388.05,740.24
2021-09-11,10,1162.31,-444.85,717.46
2021-09-11,11,1070.2,-699.5,370.7
2021-09-11,12,1407.21,-446.67,960.54
2021-09-11,13,991.07,-370.75,620.32
2021-09-11,14,1218.64,-346.33,872.31
2021-09-11,15,1432.4,-334.62,1097.78
2021-09-11,16,1245.03,-297.99,947.04
2021-09-11,17,804.31,-564.28,240.03
2021-09-11,18,596.93,-857,-260.07
2021-09-11,19,281.05,-1775.87,-1494.82
2021-09-11,20,302.68,-1022.58,-719.9
2021-09-11,21,546.88,-372.27,174.61
2021-09-11,22,793.26,-277.66,515.6
2021-09-11,23,1058.23,-168.25,889.98
2021-09-12,0,752.24,-516.36,235.88
2021-09-12,1,627.57,-608.5,19.0700000000001
2021-09-12,2,914.34,-829.62,84.72
2021-09-12,3,669.37,-640.76,28.61
2021-09-12,4,757.4,-547.39,210.01
2021-09-12,5,798.42,-569.89,228.53
2021-09-12,6,778.9,-490.35,288.55
2021-09-12,7,1217.52,-517.33,700.19
2021-09-12,8,1100.58,-727.16,373.42
2021-09-12,9,1096.7,-673.5,423.2
2021-09-12,10,888.45,-878.72,9.73000000000002
2021-09-12,11,938.23,-951.34,-13.11
2021-09-12,12,1076.29,-1056.14,20.1499999999999
2021-09-12,13,1112.62,-1086.37,26.25
2021-09-12,14,868.26,-808.32,59.9399999999999
2021-09-12,15,1036.51,-855.36,181.15
2021-09-12,16,960.41,-736.04,224.37
2021-09-12,17,1270.45,-1285.84,-15.3899999999999
2021-09-12,18,536.5,-644.29,-107.79
2021-09-12,19,386.28,-1111.99,-725.71
2021-09-12,20,280.81,-1380.15,-1099.34
2021-09-12,21,453.32,-619.07,-165.75
2021-09-12,22,786.76,-769.77,16.99
2021-09-12,23,1099.24,-574.83,524.41
2021-09-13,0,905.49,-372.77,532.72
2021-09-13,1,783.94,-515.54,268.4
2021-09-13,2,866.18,-534.4,331.78
2021-09-13,3,1214.85,-554.09,660.76
2021-09-13,4,1296.11,-182.38,1113.73
2021-09-13,5,1221.96,-175.52,1046.44
2021-09-13,6,1400.69,-156.24,1244.45
2021-09-13,7,1463.16,-188.55,1274.61
2021-09-13,8,1100.25,-279.48,820.77
2021-09-13,9,736.37,-373.32,363.05
2021-09-13,10,1180.33,-226.67,953.66
2021-09-13,11,892.16,-250.54,641.62
2021-09-13,12,1141.65,-354.66,786.99
2021-09-13,13,762.09,-500.79,261.3
2021-09-13,14,533.19,-485.01,48.1800000000001
2021-09-13,15,673.96,-645.18,28.7800000000001
2021-09-13,16,746.32,-781.84,-35.52
2021-09-13,17,698.82,-627.07,71.75
2021-09-13,18,706.98,-536.12,170.86
2021-09-13,19,539.94,-662.66,-122.72
2021-09-13,20,450.74,-367.97,82.77
2021-09-13,21,744.95,-355.18,389.77
2021-09-13,22,1224.84,-166.4,1058.44
2021-09-13,23,677.64,-255.62,422.02
2021-09-14,0,689.96,-826.58,-136.62
2021-09-14,1,751.32,-867.91,-116.59
2021-09-14,2,607.77,-1026.46,-418.69
2021-09-14,3,743.89,-1091.68,-347.79
2021-09-14,4,694.42,-1249.28,-554.86
2021-09-14,5,903.57,-817.41,86.1600000000001
2021-09-14,6,503.51,-304.24,199.27
2021-09-14,7,623.81,-406.78,217.03
2021-09-14,8,1209.73,-1114.22,95.51
2021-09-14,9,504.13,-588.03,-83.9
2021-09-14,10,335.97,-398.39,-62.42
2021-09-14,11,498.7,-655.87,-157.17
2021-09-14,12,659.33,-391.15,268.18
2021-09-14,13,937.46,-963.54,-26.0799999999999
2021-09-14,14,534.44,-599.91,-65.4699999999999
2021-09-14,15,677.71,-826.91,-149.2
2021-09-14,16,642.33,-817.1,-174.77
2021-09-14,17,678.05,-880.93,-202.88
2021-09-14,18,1168.9,-682.57,486.33
2021-09-14,19,707.8,-727.23,-19.4300000000001
2021-09-14,20,752.75,-703.64,49.11
2021-09-14,21,906.41,-197.78,708.63
2021-09-14,22,1369.53,-170.68,1198.85
2021-09-14,23,1393.1,-372.55,1020.55
2021-09-15,0,979.34,-677.28,302.06
2021-09-15,1,664.45,-732.4,-67.9499999999999
2021-09-15,2,646.66,-1084.47,-437.81
2021-09-15,3,821.02,-683.41,137.61
2021-09-15,4,640.98,-390.19,250.79
2021-09-15,5,641.41,-555.71,85.6999999999999
2021-09-15,6,806.98,-554.06,252.92
2021-09-15,7,657.8,-583.31,74.49
2021-09-15,8,866.26,-880.87,-14.61
2021-09-15,9,847.47,-1301.42,-453.95
2021-09-15,10,797.62,-1282.21,-484.59
2021-09-15,11,435.32,-1077.96,-642.64
2021-09-15,12,562.83,-876.18,-313.35
2021-09-15,13,738.64,-925.55,-186.91
2021-09-15,14,380.41,-795.18,-414.77
2021-09-15,15,685.17,-985.29,-300.12
2021-09-15,16,629.68,-1007.85,-378.17
2021-09-15,17,398.95,-1270.58,-871.63
2021-09-15,18,754.74,-286.05,468.69
2021-09-15,19,450.94,-849.87,-398.93
2021-09-15,20,951.02,-437.23,513.79
2021-09-15,21,823.86,-652.41,171.45
2021-09-15,22,1353.73,-700.18,653.55
2021-09-15,23,1519.97,-203.47,1316.5
2021-09-16,0,1282.97,-227.38,1055.59
2021-09-16,1,1382.47,-264.01,1118.46
2021-09-16,2,995.71,-543.89,451.82
2021-09-16,3,810.05,-635.84,174.21
2021-09-16,4,1017.38,-689.73,327.65
2021-09-16,5,1296.92,-872.27,424.65
2021-09-16,6,998.56,-589.64,408.92
2021-09-16,7,815.24,-536.45,278.79
2021-09-16,8,603.21,-504.43,98.78
2021-09-16,9,426.87,-625.7,-198.83
2021-09-16,10,421.04,-710.61,-289.57
2021-09-16,11,427.62,-1264.65,-837.03
2021-09-16,12,889.36,-1005.32,-115.96
2021-09-16,13,822.83,-1042.67,-219.84
2021-09-16,14,409.85,-525.61,-115.76
2021-09-16,15,505.94,-560.48,-54.54
2021-09-16,16,659.17,-391.86,267.31
2021-09-16,17,633.78,-386.63,247.15
2021-09-16,18,1047.1,-322.26,724.84
2021-09-16,19,759.75,-839.41,-79.66
2021-09-16,20,1065.59,-296.72,768.87
2021-09-16,21,988.71,-446.78,541.93
2021-09-16,22,1339.7,-193.86,1145.84
2021-09-16,23,1460.68,-201.5,1259.18
2021-09-17,0,1811.71,-209.65,1602.06
2021-09-17,1,1393.89,-263.11,1130.78
2021-09-17,2,1343.22,-476.76,866.46
2021-09-17,3,1283.12,-507.68,775.44
2021-09-17,4,1346.71,-182.57,1164.14
2021-09-17,5,1499.31,-212.17,1287.14
2021-09-17,6,1211.4,-210.65,1000.75
2021-09-17,7,1580.84,-276.5,1304.34
2021-09-17,8,1655.07,-242.57,1412.5
2021-09-17,9,1232.97,-263.74,969.23
2021-09-17,10,1145.55,-339.23,806.32
2021-09-17,11,797.08,-339.05,458.03
2021-09-17,12,695.92,-280.85,415.07
2021-09-17,13,1113.12,-180.28,932.84
2021-09-17,14,979.29,-954.94,24.3499999999999
2021-09-17,15,763.78,-712.46,51.3199999999999
2021-09-17,16,713.47,-371.37,342.1
2021-09-17,17,667.66,-481.32,186.34
2021-09-17,18,792.63,-402.39,390.24
2021-09-17,19,434.97,-643.7,-208.73
2021-09-17,20,584.2,-506.7,77.5000000000001
2021-09-17,21,747.95,-288.24,459.71
2021-09-17,22,868.14,-257.2,610.94
2021-09-17,23,1042.52,-228.66,813.86
2021-09-18,0,666.17,-603.19,62.9799999999999
2021-09-18,1,978.08,-1310,-331.92
2021-09-18,2,1079.04,-1269.69,-190.65
2021-09-18,3,939.84,-931.84,8
2021-09-18,4,783.44,-1038.21,-254.77
2021-09-18,5,740.69,-1001.98,-261.29
2021-09-18,6,356.22,-626.39,-270.17
2021-09-18,7,583.6,-658.99,-75.39
2021-09-18,8,1135.88,-1183.31,-47.4299999999998
2021-09-18,9,908.2,-921.99,-13.79
2021-09-18,10,621.43,-910.29,-288.86
2021-09-18,11,484.29,-1230.81,-746.52
2021-09-18,12,1125.27,-1119.31,5.96000000000004
2021-09-18,13,609.98,-946.2,-336.22
2021-09-18,14,701.45,-1256.2,-554.75
2021-09-18,15,761.62,-1383.43,-621.81
2021-09-18,16,424.93,-1116.91,-691.98
2021-09-18,17,521.76,-931.74,-409.98
2021-09-18,18,524.52,-1148.21,-623.69
2021-09-18,19,118.85,-2350.96,-2232.11
2021-09-18,20,227.31,-1783.07,-1555.76
2021-09-18,21,282.55,-784.15,-501.6
2021-09-18,22,551.04,-923.54,-372.5
2021-09-18,23,1031.23,-810.97,220.26
2021-09-19,0,480.08,-352.5,127.58
2021-09-19,1,385.95,-575.8,-189.85
2021-09-19,2,900.6,-887.13,13.47
2021-09-19,3,970.31,-960.77,9.53999999999996
2021-09-19,4,887.38,-864.34,23.04
2021-09-19,5,924.58,-913.84,10.74
2021-09-19,6,849.57,-823.32,26.25
2021-09-19,7,753.48,-713.85,39.63
2021-09-19,8,717.23,-597.45,119.78
2021-09-19,9,712.62,-450.26,262.36
2021-09-19,10,786.46,-712.9,73.5600000000001
2021-09-19,11,1654.61,-1600.05,54.56
2021-09-19,12,742.19,-441.64,300.55
2021-09-19,13,834.89,-380.27,454.62
2021-09-19,14,907.34,-846.13,61.21
2021-09-19,15,927.05,-1009.87,-82.8200000000001
2021-09-19,16,823.18,-646.55,176.63
2021-09-19,17,741.02,-502.25,238.77
2021-09-19,18,751.1,-798.58,-47.48
2021-09-19,19,251.86,-1744.56,-1492.7
2021-09-19,20,491.36,-1421.77,-930.41
2021-09-19,21,666.62,-858.14,-191.52
2021-09-19,22,825.49,-492.1,333.39
2021-09-19,23,889.61,-461.44,428.17
2021-09-20,0,1620.31,-282.15,1338.16
2021-09-20,1,1032.23,-267.22,765.01
2021-09-20,2,1350.15,-286.84,1063.31
2021-09-20,3,1207.04,-209.25,997.79
2021-09-20,4,1166.21,-232.9,933.31
2021-09-20,5,791.39,-255.53,535.86
2021-09-20,6,590.98,-331.99,258.99
2021-09-20,7,864.69,-550.87,313.82
2021-09-20,8,1007.26,-556.1,451.16
2021-09-20,9,986.45,-1644.25,-657.8
2021-09-20,10,1347.98,-797,550.98
2021-09-20,11,1063.14,-952.46,110.68
2021-09-20,12,1030.23,-688.77,341.46
2021-09-20,13,1332.67,-1323.56,9.11000000000013
2021-09-20,14,1226.86,-1362.36,-135.5
2021-09-20,15,852.55,-877.68,-25.13
2021-09-20,16,808.93,-790.96,17.9699999999999
2021-09-20,17,509.29,-1048.15,-538.86
2021-09-20,18,514.67,-1139.86,-625.19
2021-09-20,19,664.36,-1584.1,-919.74
2021-09-20,20,661.53,-981.11,-319.58
2021-09-20,21,727.12,-748.49,-21.37
2021-09-20,22,800.97,-671.63,129.34
2021-09-20,23,688.72,-521.47,167.25
2021-09-21,0,461.01,-641.89,-180.88
2021-09-21,1,328.6,-279.79,48.81
2021-09-21,2,672.25,-857.01,-184.76
2021-09-21,3,515.97,-1035.62,-519.65
2021-09-21,4,795.06,-756.11,38.9499999999999
2021-09-21,5,842.37,-808.59,33.78
2021-09-21,6,799.15,-848.83,-49.6800000000001
2021-09-21,7,604.98,-479.19,125.79
2021-09-21,8,429.73,-851.82,-422.09
2021-09-21,9,448.58,-761.74,-313.16
2021-09-21,10,701.09,-550.06,151.03
2021-09-21,11,271.61,-596.68,-325.07
2021-09-21,12,520.3,-426.52,93.78
2021-09-21,13,886,-879.35,6.64999999999998
2021-09-21,14,642.37,-371.69,270.68
2021-09-21,15,1139.51,-422.65,716.86
2021-09-21,16,1231.04,-468.29,762.75
2021-09-21,17,952.91,-350.12,602.79
2021-09-21,18,1143.64,-730.2,413.44
2021-09-21,19,826.68,-517.56,309.12
2021-09-21,20,509.58,-253.49,256.09
2021-09-21,21,525.76,-272.25,253.51
2021-09-21,22,471.49,-422.09,49.4
2021-09-21,23,666.78,-650.67,16.11
2021-09-22,0,750.04,-749.65,0.389999999999986
